,index,SMILES,atÊýÄ¿,RT,Speed,i-PrOH_proportion,Literature,Column
10604,5627,Cc1ccc(cc1)[S](=O)(=O)N([C@@H]2N(c3cc(Cl)ccc3C2=C)[S](=O)(=O)C(F)(F)F)c4ccccc4,2,15.1,0.5,0.1,10.1002/anie.201904805,ADH
10607,5628,OC[C@@H](CN=[N+]=[N-])c1ccccc1,2,13.9,1,0.05,10.1002/anie.201601844,ASH
10609,5629,Cc1cc([C@@H](C(=O)OCc2ccccc2)c3cscc3)c(C)n1Cc4ccccc4,2,13.9,0.7,0.1,10.1039/C7QO00815E,ODH
10610,5630,CCN(CC)C(=O)C1=C(NC(=O)N[C@@H]1c2ccccc2)c3ccccc3,2,16.1,0.8,0.2,10.1021/acs.joc.8b03128,ADH
10612,5631,CCOC(=O)[C@]1(CCC(=N1)c2ccc(F)cc2)[C@H](OC(C)=O)\C=C\c3ccccc3,2,16.2,1,0.1,10.31635/ccschem.021.202101044,IC3
10615,5633,COc1cccc2C[C@@H](C)Nc12,2,16.6,1,0.01,10.1039/C8QO00710A,ODH
10619,5635,COc1ccc(cc1)[C@@H]2CCC(=O)C2(C)C,2,13.9,1,0.005,10.1002/anie.202017190,ASH
10621,5636,Cc1n(Cc2ccccc2)c3ccccc3c1[C@@H](C(=O)OCc4ccccc4)c5ccc6ccccc6c5,2,13.9,0.7,0.1,10.1039/C6OB01516F,ASH
10624,5638,CC(=O)N[C@@H]1Cc2cc(C)ccc2c3ccccc13,2,13.9,0.7,0.3,10.1021/acs.orglett.7b04060,ASH
10625,5639,Cc1ccc(cc1)[S](=O)(=O)NC[C@@H](S)c2ccccc2,2,22.2,1,0.4,10.1021/acs.orglett.0c04074,ADH
10628,5640,CN1C(=O)[C@@]2(Cc3c([nH]c4ccccc34)c5ccccc25)c6ccccc16,2,13.9,0.7,0.2,10.1021/acscatal.1c05008,ID
10630,5641,CCO[P](=O)(OCC)[C@@]1(CC(=CC(=O)O1)c2ccccc2)c3ccc(C)cc3,2,13.9,0.8,0.2,10.1039/C8CC03017K,ADH
10631,5642,CC(C)(C)[C@@H](O)c1ccccc1,2,9.5,0.8,0.03,10.1016/j.tetlet.2011.03.057,ODH
10634,5643,C[C@@](O)(CC(=O)Cc1ccccc1)C(F)(F)F,2,13.9,0.8,0.05,10.1021/acscatal.8b02543,ODH
10636,5644,CC[C@@]1(Cc2ccccc2)CC(=NO1)c3ccccc3,2,13.91,0.6,0.05,10.1002/anie.201912408,IC
10637,5645,CCCCCCCCCCCC[S@@](=O)c1ccc2ncccc2c1,2,10.87,1,0.1,10.1021/jacs.8b00178,ADH
10640,5646,N[C@@H](C(=[N+]=[N-])C(=O)c1ccc(Br)cc1)C(F)(F)F,2,13.925,1,0.1,10.1002/anie.201810253,ODH
10641,5647,COc1ccc(cc1)[C@@H](C#Cc2ccccc2)c3ccc(C)cc3,2,13,0.5,0.005,10.1021/jacs.1c09742,AD3
10644,5648,CCOc1ccc2C(=O)N(C[C@@H](Oc2c1)C=C)[S](=O)(=O)c3ccc(C)cc3,2,13.93,1,0.1,10.1021/acscatal.1c04541,ODH
10645,5649,COc1ccccc1C2=CC=C3C(=O)C=C(C)C(=O)[C@@]3(C)C2,2,17.07,1,0.15,10.1021/acs.orglett.5b02653,IC
10647,5650,CC(C)N(C(C)C)C(=S)[C@@H](C)Cc1cc(C)cc(C)c1,2,11.05,0.7,0.03,10.1002/anie.202004485,IC
10649,5651,Cc1ccc(cc1)[S](=O)(=O)NC[C@@H](CC(=O)c2ccccc2)C=C,2,15.33,0.5,0.3,10.1039/C8CC00279G,ODH
10652,5652,C[C@@](C\C=C\C=C\c1ccc(cc1)C(F)(F)F)(C=O)c2ccccc2,2,13.947,0.5,0.05,10.1021/acs.orglett.0c03466,OD
10655,5655,Cc1ccc(cc1)[S](=O)(=O)N([C@H]2C(=C)[C@H](c3ccccc3)C(=C2C(=O)c4ccccc4)C(C)=O)c5ccccc5,2,9.36,0.8,0.3,10.1002/anie.201507165,ADH
10657,5656,Cc1ccc(cc1)C2=NO[C@@H](Cc3ccccc3)C2,2,15.17,0.8,0.2,10.1002/anie.201912408,OD3
10659,5657,Cc1cccc(c1)[C@@H](CC(C)(C)C(=O)OC(C)(C)C)C#Cc2ccc(cc2)C#N,2,15.29,0.5,0.02,10.1021/jacs.0c03130,ADH
10661,5658,C[C@@H](C(O)=O)c1ccc(c(F)c1)c2ccccc2,2,9.14,1,0.1,10.1002/anie.201204363,ADH
10666,5661,Cc1ccc(/C=C/C[C@@](C)(N)C(=O)OC(C)(C)C)c(C)c1,2,14,0.5,0.08,10.1021/jacs.7b05460,ODH
10668,5663,C1C[C@@H](Cc2ccccc2)c3ccccc3C1,2,10.8,0.5,0.05,10.1002/chem.201604298,OJH
10671,5664,C[C@@](\C=C1/OC(=O)c2ccccc12)(c3ccccc3)[S](=O)(=O)c4cccc(Cl)c4,2,14,0.3,0.1,10.1021/jacs.1c13384,IA
10672,5665,CC1(C)OB(OC1(C)C)[C@@H](Cc2ccc(cc2)c3ccccc3)N4CCOC4=O,2,11.8,1,0.1,10.1021/acscatal.9b04543.,ODH
10674,5666,O[C@@H]/1CCCC1=C/c2cccc(Br)c2,2,12.2,1,0.05,10.1021/acs.organomet.9b00366,ODH
10676,5667,Fc1cc2N(C(=O)[C@@]3(OC(=O)c4cccn34)c2cc1F)C(c5ccccc5)(c6ccccc6)c7ccccc7,2,12.5,0.5,0.1,10.1002/anie.201912160,IB
10680,5670,O=C([C@]1(CC=[C@]=CC(CC)(O[Si](C)(C(C)(C)C)C)CC)N=C(C2=CC=CC=C2)CC1)OCC,2,12.7,0.5,0.03,10.1021/jacs.1c05087,IE
10683,5671,COc1cc2ccn3c2c(c1)C(=O)O[C@@]3(c4ccccc4)C(F)(F)F,2,14,0.5,0.1,10.1021/acscatal.9b03163,IC
10685,5672,COc1cc2ccn3c2c(c1)C(=O)O[C@@]34C(=O)N(Cc5ccccc5)c6ccccc46,2,14,0.5,0.1,10.1021/acscatal.9b03163,IC
10687,5673,Cc1[nH]c(cc1)[C@@](c2ccccc2)(c3ccc(O)cc3)c4ccccc4OCc5ccccc5,2,14,1,0.05,10.1038/s41929/020/00535/4,AD
10688,5674,O[C@]1(Cc2ccccc2C1=O)[C@H](C=C)c3cccc(F)c3,2,14.6,1,0.08,10.1021/acs.orglett.7b02577,IE
10691,5675,CC(C)c1ccc2OC(=O)[C@@](C)(C(=O)OCC=C)c2c1,2,14,0.6,0.05,10.1039/c6cc09451a,IC3
10693,5676,Cc1cccc(c1)[C@@H]2NCCc3ccccc23,2,14,0.7,0.2,10.1021/jacs.5b06659,ADH
10695,5677,Cc1cccc(c1)[C@@H]2NCCc3ccccc23,2,14,0.7,0.2,10.1021/acs.orglett.7b02502,ADH
10696,5678,COC(=O)/C=C/[C@@H](N1CCCC1)c2ccccc2,2,15.3,0.6,0.12,10.1021/acs.orglett.7b01904,OJH
10700,5681,COC(=O)C1=C(NC(=O)N[C@@H]1c2cccc(OC)c2)c3cccc(OC)c3,2,17,0.8,0.3,10.1021/acs.joc.8b03128,ADH
10703,5682,COc1ccc(c(O)c1)[C@@](C)(c2ccc(F)cc2)c3c[nH]c4ccccc34,2,14,1,0.03,10.1021/ja510980d,ICH
10704,5683,COc1cccc(c1)c2cc(O)c3C(=O)[C@@](C)(Cc4ccccc4)C(=O)c3c2,2,18.8,0.7,0.1,10.1002/anie.201910183,AD
10706,5684,C[C@@H](Oc1cccc(Br)c1)C(=O)OC(c2cccc3ccccc23)c4cccc5ccccc45,2,18.9,0.5,0.1,10.1021/acs.orglett.0c00748,ID
10709,5685,Clc1cc(Cl)c2C[C@@H](NC(=O)c3ccccc3)C(=O)Oc2c1,2,14,0.6,0.3,10.1002/anie.202110286,IC
10710,5686,OC[C@@H]1COC2(CCOCC2)c3ccccc3O1,2,20.2,1,0.1,10.1021/acs.orglett.9b04244,ODH
10712,5687,CC[C@@H](c1oc(nn1)c2ccc(OC)cc2)c3ccc(Cl)cc3,2,20.2,1,0.15,10.1002/anie.202009527,IF
10714,5688,CC[C@H]1Nc2ccccc2C[C@H]1N3C(=O)c4ccccc4C3=O,2,21.2,0.7,0.3,10.1002/chem.201402592,ODH
10717,5689,C[C@@H](c1ccccc1)c2ccc(O[Si](C)(C)C(C)(C)C)cc2O,2,14,1,0.1,10.1021/ja510980d,IC
10719,5691,COc1cccc(c1)[C@@H](C)O,2,11.55,1,0.155482815,10.1021/acs.orglett.8b02591,ODH
10722,5692,COc1ccc(C[C@@]2(C/C=C/CCCCCCl)C(=NN(C2=O)c3ccc(C)cc3)C)cc1,2,14.025,1,0.3,10.1021/acs.orglett.9b02325,ID
10723,5693,CC(=C)[C@@H]1CN(C(=C1)c2ccc(Cl)cc2)[S](=O)(=O)c3ccc(C)cc3,2,11.54,0.8,0.1,10.1021/jacs.6b00386,OZ3
10725,5694,CC(=O)[C@@]1(CO1)c2ccccc2,2,12.34,1,0.1,10.1021/acs.orglett.1c02588,OJH
10727,5695,CC(C)CC[C@@]1(CCc2ccc(nc12)c3ccccc3)C#N,2,11.67,0.6,0.005,10.1002/anie.202105452,ASH
10729,5696,COC(=O)C1=C(C)NC(=O)C[C@@H]1C(=O)N(Cc2ccccc2)Cc3ccccc3,2,8.538,1,0.3,10.1021/acs.orglett.0c00461,IB
10732,5697,O=[S@@](C1CCCCC1)c2ccccc2,2,14.04,1,0.05,10.1021/jacs.8b00178,ODH
10734,5698,CC(=C)C[C@@H]1CC(=NO1)c2ccccc2,2,14.05,0.6,0.05,10.1002/anie.201912408,ODH
10735,5699,C[C@@H](\C=C\c1ccccc1)[S](=O)(=O)c2ccc(F)cc2,2,18.9,1,0.2,10.1002/anie.202012485,IC3
10738,5700,C[C@@]1(CC(=NN1[S](=O)(=O)c2ccc(cc2)C(F)(F)F)c3ccccc3)c4ccccc4,2,14.05,1,0.2,10.1038/s41929/020/0460/y,IA
10740,5702,COc1ccc(cc1)[S](=O)(=O)N2CC(C[C@@H]2CBr)(c3ccccc3)c4ccccc4,2,13.06,1,0.3,10.1002/anie.201705066,IC
10743,5703,C=CCC[S@@](=O)c1ccccc1,2,14.079,1,0.05,10.1039/D0CC00434K,ODH
10745,5704,CC1(C)[C@@H](CCC1=O)c2sccc2,2,14.08,1,0.005,10.1002/anie.202017190,ODH
10747,5705,C[C@@H](NNC(=O)c1ccccc1)c2cccc(Cl)c2,2,14.083,0.9,0.1,10.1002/anie.201909928,IC3
10749,5707,OC(=O)[C@@H]1CCOC1,2,12.88,1,0.15,10.1002/anie.201301341,ID
10752,5708,CCOC(=O)C(C(=O)OCC)[C@@]1(CC=O)C(=O)N(Cc2ccccc2)c3ccccc13,2,14.09,0.8,0.3,10.1002/chem.201300977,ASH
10754,5709,CC[C@@H](C#Cc1ccn2nccc2n1)c3cc(cc(c3)c4ccccc4)c5ccccc5,2,14.09,0.8,0.15,10.1021/jacs.0c09125,OD3
10756,5710,C[C@@H](C[N+]([O-])=O)c1ccccc1,2,14.09,1,0.02,10.1039/C6CC01273F,ID
10757,5711,O[C@@H]/1CCCC1=C/c2ccccc2Br,2,10.1,0.8,0.1,10.1021/acs.organomet.9b00366,ODH
10760,5712,COc1ccccc1[C@@](c2[nH]c(C)cc2)(c3ccc(O)cc3)c4ccc5OCOc5c4,2,14.1,1,0.05,10.1039/D1SC03324G,IC
10762,5713,C[C@@H](CCN1C(=O)c2ccccc2C1=O)c3cc(F)cc(F)c3,2,14.1,0.8,0.1,10.1002/ntls.10021,IE
10765,5715,Cc1ccc(cc1)[S](=O)(=O)N[C@@H](c2ccc(Cl)cc2)[Si](C)(C)C(C)(C)C,2,14.1,0.8,0.06,10.1021/acs.orglett.8b04073,AD
10766,5716,Cc1ccc(cc1)[S](=O)(=O)N2[C@@H](CC(=O)N2[S](=O)(=O)c3ccc(C)cc3)c4occc4,2,11,0.8,0.3,10.1002/anie.201606571,IA
10768,5717,C[C@@]1(C(=O)Oc2ccccc2)C(=O)Oc3c4ccccc4ccc13,2,11.1,1,0.01,10.1039/C3CC47455K,OD
10770,5718,CCOC(=O)[C@@H](CC(=O)c1ccccc1)C(=C)C(=O)c2ccccc2,2,12.3,1,0.2,10.6023/A16070358,ADH
10772,5719,Cc1ccc2c(OC(=O)[C@@]2(C)C(=O)Oc3ccccc3)c1,2,12.5,0.5,0.05,10.1039/C3CC47455K,OD
10775,5720,COC(=O)[C@@H](CN(Cc1ccccc1)Cc2ccccc2)Cc3ccccc3Br,2,14.1,0.5,0.02,10.1002/anie.201412132,IC
10776,5721,COc1ccccc1C[C@@]2(COc3ccccc23)Cc4ccccc4,2,13.3,0.5,0.01,10.1002/anie.201907840,IB
10778,5722,CCOC(=O)[C](C[C@@H](C)[N+]([O-])=O)=[C]=[CH]CCOC(C)=O,2,13.6,1,0.03,10.1021/ja409080v,ADH
10781,5723,OC[C@@H](CCl)c1ccc(OC(F)(F)F)cc1,2,14.1,1,0.03,10.1002/anie.201601844,ASH
10782,5724,Fc1cccc(c1)[C@@]2(OC(=O)c3cccc4ccn2c34)C(F)(F)F,2,15,0.5,0.1,10.1021/acscatal.9b03163,OJH
10785,5725,Cc1ccccc1[C@@]2(CC#C)CC(=C)OC2=O,2,14.1,1,0.002,10.1016/j.tetlet.2020.152106,ODH
10787,5726,CC1=CC(=O)C2=CC=C(C[C@@]2(C)C1=O)c3ccccc3,2,14.1,1,0.15,10.1021/acs.orglett.5b02653,IC
10788,5727,CCOC(=O)C1(C[C@]([C@H](N1)c2ccc3ccccc3c2)(C(=O)OC)c4ccccc4[N+]([O-])=O)C(=O)OCC,2,15.36,1,0.15,10.1021/ol200652j,IAH
10791,5729,COC(=O)[C@](C)(N)[C@H](C=C)c1ccccc1,2,16.5,1,0.05,10.1021/jacs.8b00187,IE
10793,5730,COC(=O)[C@](C)(N)[C@H](C=C)c1ccccc1,2,16.5,1,0.05,10.1021/jacs.8b00187,IE
10796,5731,COc1ccc2N(C[C@@](CC3=CCCCC3)(c2c1)C(C)(C)C)C(=O)OC(C)(C)C,2,14.1,0.5,0.01,10.1002/anie.201907840,IF
10800,5734,Cc1ccc(cc1)[C@@](C)(\C=C2/OC(=O)c3ccccc23)[S](=O)(=O)c4ccc(C)cc4,2,14.1,0.3,0.1,10.1021/jacs.1c13384,IA
10802,5736,Cc1ccc(cc1)[S](=O)(=O)N2C(=C(C#N)[C@@H](c3ccccc3)c4oc5ccccc5c24)N,2,18.3,0.8,0.3,10.1002/cjoc.201800330,IC
10806,5739,COc1cc(CO[P@@](=O)(c2ccccc2)c3ccc(cc3)C(C)(C)C)cc(OC)c1,2,11.16,0.8,0.1,10.1021/acs.orglett.0c01537,ODH
10809,5740,N#C[C@@]1(CCc2ccc(nc12)c3ccc(cc3)c4ccccc4)Cc5ccccc5,2,14.11,1,0.1,10.1002/anie.202105452,ADH
10810,5741,CCCC[C@@H](C)CCC(O)=O,2,12.63,1,0.1,10.1002/anie.201208606,ADH
10813,5742,CC(C)Oc1ccccc1[C@@H](c2ccc3OCCOc3c2)C(F)(F)F,2,14.11,0.4,0.02,10.1002/anie.202008262,ADH
10815,5743,CC[C@@](C(=C)B1OC(C)(C)C(C)(C)O1)(C(=O)c2ccc(cc2)C(C)(C)C)c3ccc(OC)cc3,2,14.11,0.5,0.03,10.1021/acscatal.9b02080,IE
10817,5745,Cc1nn(C(=O)\C=C\[C@@H](N2CCN(CC2)C(=O)OC(C)(C)C)c3ccccc3)c(C)c1C,2,12.823,1,0.1,10.1021/jacs.1c04367,IE
10820,5746,CCCC1=C([C@@H](c2ccccc2)C(=C(Cc3ccccc3)O1)C(C)=O)C(=O)OCc4ccccc4,2,14.12,0.8,0.05,10.1002/adsc.201600591,ADH
10821,5747,C[C@@](C\C=C\c1ccccc1)(C=O)c2ccc(cc2)C(F)(F)F,2,16.46,1,0.06,10.1002/anie.201408199,OJH
10826,5750,CC1=NN(c2ccc(Cl)cc2)C(=O)[C@@]1(C\C=C\C=C)Cc3ccccc3,2,14.167,1,0.03,10.1021/jacs.6b08236,ID
10828,5751,O[C@@]1(C#Cc2cscc2)C(=O)Nc3ccccc13,2,14.17,1,0.2,10.1021/acs.orglett.0c01486,ADH
10832,5754,CC(=O)Nc1ccc(cc1)[S](=O)(=O)n2cc(nn2)[C@@H](CC(C)(C)C(=O)OC(C)(C)C)c3ccccc3,2,14.18,1,0.1,10.1021/jacs.0c03130,ADH
10835,5756,Cc1cc2OC[C@@](C)(CN=[N+]=[N-])c2cc1C,2,14.2,0.5,0.01,10.1021/jacs.9b04332,ODH
10837,5757,CC(=O)C(=C)[C@@H](CC(=O)c1ccc(Cl)cc1)C(F)(F)F,2,14.2,1,0.05,10.1002/adsc.201700666,ADH
10838,5758,CCOC(=O)[C@@]1(CC=C)N[S](=O)(=O)c2ccc(cc12)C(C)(C)C,2,10.7,0.8,0.1,10.1002/chem.201704760,ODH
10840,5759,COc1cccc(c1)[C@@H](n2c3ccccc3c4ccccc24)c5ccc(NC(=O)C67CC8CC(CC(C8)C6)C7)cc5,2,10.8,1,0.15,10.1002/anie.201701947,IC
10842,5760,OCC[C@@H](Oc1ccccc1)c2cccc(F)c2,2,11.1,0.8,0.1,10.1039/c6ob00871b,OJH
10846,5763,CC(C)(C)OC(=O)n1c2C[C@@](OC(=O)c2c3ccccc13)(c4ccc(Cl)cc4)C(F)(F)F,2,11.6,0.7,0.05,10.1002/anie.201305861,IC
10848,5764,Brc1ccc(cc1)C(=O)C[C@@H](C(=C)C=O)C(=O)c2ccc(Br)cc2,2,11.73,0.8,0.2,10.1039/C6CC02742C,OZ3
10850,5765,CC[C@@H](/C=C/C(C)=C)c1ccccc1,2,12.08,0.4,0.01,10.1021/jacs.2c00957,OJ3
10853,5766,COC(=O)[C@@H](CN(Cc1ccccc1)Cc2ccccc2)Cc3ccc(F)cc3,2,14.2,0.5,0.02,10.1002/anie.201412132,IC
10855,5767,Cc1ccc(cc1)[S](=O)(=O)N[C@@H](c2ccc(cc2)c3ccccc3)[Si](C)(C)C(C)(C)C,2,14.2,0.8,0.06,10.1021/acs.orglett.8b04073,AD
10856,5768,COc1ccccc1N2C(=O)OC[C@@]2(C=C)c3cccc(Br)c3,2,12.6,1,0.25,10.1002/chem.201405830,OJH
10858,5769,CCCCCC[C@@H](C)CCC(O)=O,2,12.67,1,0.1,10.1002/anie.201208606,ADH
10860,5770,CCCCC[C@@]1(COc2cc(ccc12)C(=O)N3CCCCC3)Cc4ccccc4,2,13.3,0.8,0.1,10.1002/anie.201907840,IA
10863,5771,C[C@@]1(COc2ccccc12)Cc3ccc4ccc5cccc6ccc3c4c56,2,14.2,0.5,0.01,10.1002/anie.201806372,IA
10865,5772,C[C@@]1(C(=O)OCC=C)C(=O)Oc2ccccc12,2,14.2,0.6,0.05,10.1039/c6cc09451a,IC3
10867,5773,COc1ccc([C@@H](C)c2ccccc2)c(O[Si](C)(C)C)c1,2,14.2,1,0.03,10.1021/ja510980d,IC
10868,5774,Clc1ccc(OC(=O)C[C@@H](c2ccccc2)[P](=S)(c3ccccc3)c4ccccc4)cc1,2,15.2,0.5,0.05,10.1002/anie.202112860,IB
10871,5775,CO[C@@H](C)C(=O)OC(c1cccc2ccccc12)c3cccc4ccccc34,2,14.2,0.5,0.1,10.1021/acs.orglett.0c00748,ID
10872,5776,CCCC[C@@]1(N[S](=O)(=O)c2ccccc12)c3ccccc3F,2,15.9,0.5,0.5,10.1002/anie.201302861,ADH
10874,5777,COc1ccc2c(c1)N=C[C@@]23c4ccccc4C(=C3c5ccccc5)c6ccccc6,2,15.9,0.6,0.05,10.1002/anie.202010164,ADH
10876,5778,COc1ccc(cc1)[C@H]2Cc3ccccc3[C@H](N2)c4ccc(OC)cc4,2,16.3,1,0.02,10.1021/acs.orglett.7b02502,ODH
10879,5779,O=C1Nc2ccccc2[C@@]13Cc4sc5ccccc5c4C(=O)O3,2,14.2,0.75,0.2,10.1002/anie.201305861,IA
10880,5780,COc1cc(OC)c([C@@H](C(=C)C(C)=O)c2cc(c(O)c(c2)C(C)(C)C)C(C)(C)C)c(OC)c1,2,17.4,0.5,0.05,10.1021/acscatal.7b00030,ADH
10883,5781,COc1ccc(N[C@@H](C#CC#Cc2ccccc2)C(F)(F)F)cc1,2,14.2,0.8,0.05,10.1021/acs.orglett.6b02283,ADH
10885,5782,COc1ccc2c(c1)C(=C(c3ccccc3)[C@@]24C=Nc5ccccc45)c6ccccc6,2,14.2,0.6,0.05,10.1002/anie.202010164,ADH
10887,5783,CCC[C@@H](c1ccccc1)c2oc(nn2)c3ccc(OC)cc3,2,14.2,1,0.15,10.1002/anie.202009527,IF
10888,5784,Cc1ccc(cc1)[S](=O)(=O)N2C(=C(C#N)[C@@H](c3ccccc3)c4oc5ccccc5c24)N,2,18.5,0.8,0.3,10.1002/cjoc.201800330,IC
10891,5786,CC(C)[Si](Oc1ccc2NC(=O)[C@@]3(CCN(C3)C(=O)OC(C)(C)C)c2c1)(C(C)C)C(C)C,2,21.9,1,0.05,10.1002/anie.202015175,ASH
10893,5787,C[C@@H](Oc1cccc(C)c1)C(=O)OC(c2cccc3ccccc23)c4cccc5ccccc45,2,25.7,0.5,0.1,10.1021/acs.orglett.0c00748,ID
10895,5788,[O-][N+](=O)C1=Cc2cc3ccccc3n2C(=O)C[C@@H]1c4ccc(Cl)cc4,2,31.3,0.7,0.2,10.1002/anie.201810879,ADH
10897,5789,C[C@H](\C=C\c1ccccc1)[C@](C)(N)C(=O)OC(C)(C)C,2,5.5,1,0.05,10.1021/jacs.0c02150,ODH
10900,5790,COc1cccc(c1)C#C[C@@H](CC(C)(C)C(=O)OC(C)(C)C)c2ccccc2,2,14.21,0.5,0.02,10.1021/jacs.0c03130,IC
10903,5792,CC(=C)[C@@H]1CN(CC(=C(C1)O[Si](c2ccccc2)(c3ccccc3)C(C)(C)C)Cc4ccccc4)[S](=O)(=O)c5ccc(C)cc5,2,14.21,0.5,0.05,10.1002/anie.201609608,IA
10906,5794,COC(=O)[C@@H](Nc1ccc(OC)cc1)c2cccc(F)c2,2,14.223,0.8,0.05,10.1038/s41467/020/19807/5,IE
10907,5795,CCC[C@H]1C[C@H](c2ccccc2)C(C)(C)C1=O,2,11.78,1,0.005,10.1002/anie.202017190,ODH
10910,5796,CC1(C)[C@@H](CCC1=O)c2cccc(F)c2,2,14.23,1,0.005,10.1002/anie.202017190,ODH
10912,5798,COc1ccccc1CN2OC(=C([C@@H]2c3ccccc3)C(C)=O)Cc4ccccc4,2,12.587,0.8,0.05,10.1021/acs.orglett.6b01737,ASH
10914,5799,CCCCCCC[C@@H](C)CCC(O)=O,2,12.36,1,0.1,10.1002/anie.201208606,ADH
10917,5801,Cc1ccc(cc1)N2N=C(C)[C@@](C\C=C\c3ccccc3C)(Cc4ccccc4)C2=O,2,11.082,1,0.3,10.1021/jacs.6b08236,IA
10919,5802,CC(C)N1C[C@@H](/C=C/c2ccc(Br)cc2)N(C(C)C)C1=O,2,15.604,1,0.3,10.1021/acs.orglett.8b00870,IE
10921,5803,CCCCC(=C)[C@@H]1CN(/C(C1)=C/c2ccccc2)[S](=O)(=O)c3ccc(C)cc3,2,10.66,0.8,0.05,10.1002/anie.201605530,AD3
10924,5805,CCOC(=O)[C@@](NC(=O)OC(C)(C)C)(OCC=Cc1ccccc1)C#Cc2ccccc2,2,18.762,1,0.1,10.1038/s41467/022/28002/7,IC3
10926,5806,CC(C)(C)[S](=O)(=O)N1[C@H]2C=CCC[C@H]2C=C1c3occc3,2,16.135,0.8,0.2,10.1002/adsc.202000151,IE
10929,5807,C[C@@H](NNC(=O)c1ccccc1)c2cccc(Br)c2,2,14.268,0.9,0.1,10.1002/anie.201909928,IC3
10931,5809,COC(=O)C(O[C@@H](C)C#Cc1ccccc1)C(=O)OC,2,12.68,1,0.05,10.1021/acs.orglett.0c00649,ID
10934,5810,COc1cccc(c1)[C@@H](C)c2cccc(c2)C#N,2,14.27,1,0.02,10.1021/acs.organomet.1c00190,ASH
10936,5811,C(c1ccccc1)[C@@]2(CC(=NO2)c3ccccc3)c4ccccc4,2,14.27,0.6,0.05,10.1002/anie.201912408,IC
10937,5812,C[S](=O)(=O)N1[C@@H](CN(C(=O)c2ccccc12)[S](=O)(=O)c3ccccc3)C=C,2,11.77,1,0.3,10.1021/acscatal.1c04541,ADH
10939,5813,CC(C)(C)OC(=O)C(C)(C)C[C@@H](C#Cc1ccc(cc1)C#N)c2ccccc2Br,2,15.03,0.5,0.03,10.1021/jacs.0c03130,ADH
10941,5814,COC(=O)c1ccc(cc1)[C@@H](c2ccccc2OCc3ccccc3)C(F)(F)F,2,32.07,0.8,0.03,10.1002/anie.202008262,ADH
10943,5815,Cc1nn(c(C)c1C)C(=O)\C=C/[C@@H](N(CCCO)Cc2ccccc2)c3ccc(Br)cc3,2,11.901,1,0.1,10.1021/jacs.1c04367,IE
10946,5816,COc1ccc(\C=C\[C@@H](C)c2ccccc2)cc1,2,14.29,1,0.1,10.1021/jacs.2c00957,OJ3
10947,5817,C[C@@H](NNC(=O)c1ccccc1)c2cccc(C)c2,2,12.646,1,0.05,10.1002/ejoc.202100642,OJH
10950,5818,COC(=O)[C@@H](Nc1ccc(OC)cc1)c2ccc(cc2)C(F)(F)F,2,14.295,0.8,0.05,10.1038/s41467/020/19807/5,IC3
10951,5819,CC(C)(C)OC(=O)n1c2C[C@@](OC(=O)c2c3ccccc13)(c4ccc(Br)cc4)C(F)(F)F,2,11.8,0.7,0.05,10.1002/anie.201305861,IC
10954,5820,COC(=O)c1ccc(C[C@@H](B2OC(C)(C)C(C)(C)O2)N3CCOC3=O)cc1,2,14.3,1,0.1,10.1021/acscatal.9b04543.,ODH
10955,5821,CC[C@@H](c1oc(cn1)c2cc(cc(c2)C(F)(F)F)C(F)(F)F)c3ccccc3,2,12.2,1,0.01,10.1002/anie.202009527,OD3
10957,5822,Oc1ccc(cc1)[C@@]2(CCCCC2=O)c3ccccc3,2,12.5,1,0.1,10.1021/jacs.9b07514,ADH
10960,5823,Fc1ccc2ccn3c2c1C(=O)O[C@@]3(c4ccccc4)C(F)(F)F,2,14.3,0.5,0.1,10.1021/acscatal.9b03163,IC
10962,5824,Fc1ccc2ccn3c2c1C(=O)O[C@@]34C(=O)N(Cc5ccccc5)c6ccccc46,2,14.3,0.5,0.1,10.1021/acscatal.9b03163,IC
10963,5825,COC(=O)[C@@H](Cc1ccc(Br)cc1)OC(=O)c2ccccc2,2,12.8,1,0.15,10.1002/adsc.201800774,OJH
10965,5826,COC(=O)[C@@H](CN(Cc1ccccc1)Cc2ccccc2)Cc3cn(C(=O)OC(C)(C)C)c4ccccc34,2,13.3,0.5,0.02,10.1002/anie.201412132,ODH
10967,5827,CC(C)(C)c1ccc(cc1)[C@@H]2COc3ccccc3O2,2,13.6,0.5,0.05,10.1016/j.tet.2017.12.015,OJH
10969,5828,C1Oc2ccccc2[C@@]1(Cc3oc4ccccc4c3)Cc5ccccc5,2,13.8,0.5,0.01,10.1002/anie.201907840,IB
10972,5829,OC[C@@]1(COCCO1)\C=C\c2ccccc2,2,14.3,1,0.1,10.1002/anie.201509888,ODH
10973,5830,COC(=O)/C=C/[C@@H](NCc1ccc(OC)cc1)c2ccc(Br)cc2,2,15.6,0.6,0.12,10.1021/acs.orglett.7b01904,ODH
10975,5831,Cc1ccc(cc1)[C@@H]2CN(CCO2)C(=O)OCc3ccccc3,2,15.6,1,0.05,10.1039/D1SC04288B,IE
10977,5832,CC[C@@H](c1oc(nn1)c2cccc(Cl)c2)c3ccccc3,2,15.7,0.8,0.05,10.1002/anie.202009527,IF
